STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
IN012070800,"BOMBAY SANTACRUZ, IN",10/8/2004,0.08,82,89,
IN012070800,"BOMBAY SANTACRUZ, IN",10/9/2004,0,80,88,
IN012070800,"BOMBAY SANTACRUZ, IN",10/10/2004,0,81,88,
IN012070800,"BOMBAY SANTACRUZ, IN",10/11/2004,0,79,88,
IN012070800,"BOMBAY SANTACRUZ, IN",10/12/2004,0,78,87,
IN012070800,"BOMBAY SANTACRUZ, IN",10/13/2004,0,78,89,
IN012070800,"BOMBAY SANTACRUZ, IN",10/14/2004,0,80,95,71
IN012070800,"BOMBAY SANTACRUZ, IN",10/15/2004,0,81,95,70
IN012070800,"BOMBAY SANTACRUZ, IN",10/16/2004,0,80,94,
IN012070800,"BOMBAY SANTACRUZ, IN",10/17/2004,0,80,93,70
IN012070800,"BOMBAY SANTACRUZ, IN",10/18/2004,0,79,94,
IN012070800,"BOMBAY SANTACRUZ, IN",10/19/2004,0,80,94,
IN012070800,"BOMBAY SANTACRUZ, IN",10/20/2004,0,80,94,68
IN012070800,"BOMBAY SANTACRUZ, IN",10/21/2004,0,80,95,72
IN012070800,"BOMBAY SANTACRUZ, IN",10/22/2004,0,82,96,
IN012070800,"BOMBAY SANTACRUZ, IN",10/23/2004,0,83,,70
IN012070800,"BOMBAY SANTACRUZ, IN",10/24/2004,0,83,96,69
IN012070800,"BOMBAY SANTACRUZ, IN",10/25/2004,0,84,96,
IN012070800,"BOMBAY SANTACRUZ, IN",10/26/2004,0,82,,71
IN012070800,"BOMBAY SANTACRUZ, IN",10/27/2004,0,83,,72
IN012070800,"BOMBAY SANTACRUZ, IN",10/28/2004,0,81,95,71
IN012070800,"BOMBAY SANTACRUZ, IN",10/29/2004,0,83,94,72
IN012070800,"BOMBAY SANTACRUZ, IN",10/30/2004,0,82,92,
IN012070800,"BOMBAY SANTACRUZ, IN",10/31/2004,0,83,95,74
IN012070800,"BOMBAY SANTACRUZ, IN",11/1/2004,0,82,95,
IN012070800,"BOMBAY SANTACRUZ, IN",11/2/2004,0,84,,76
IN012070800,"BOMBAY SANTACRUZ, IN",11/3/2004,0.01,79,82,
IN012070800,"BOMBAY SANTACRUZ, IN",11/4/2004,0.01,82,95,
IN012070800,"BOMBAY SANTACRUZ, IN",11/5/2004,0,81,93,
IN012070800,"BOMBAY SANTACRUZ, IN",11/6/2004,0,79,93,68
IN012070800,"BOMBAY SANTACRUZ, IN",11/7/2004,0,82,95,65
IN012070800,"BOMBAY SANTACRUZ, IN",11/8/2004,0,84,96,72
IN012070800,"BOMBAY SANTACRUZ, IN",11/9/2004,0,85,,77
IN012070800,"BOMBAY SANTACRUZ, IN",11/10/2004,,84,93,76
IN012070800,"BOMBAY SANTACRUZ, IN",11/11/2004,0,83,94,75
IN012070800,"BOMBAY SANTACRUZ, IN",11/12/2004,0,84,95,75
IN012070800,"BOMBAY SANTACRUZ, IN",11/13/2004,0,85,97,
IN012070800,"BOMBAY SANTACRUZ, IN",11/14/2004,0,83,97,77
IN012070800,"BOMBAY SANTACRUZ, IN",11/15/2004,0,81,97,
IN012070800,"BOMBAY SANTACRUZ, IN",11/16/2004,0,80,98,
IN012070800,"BOMBAY SANTACRUZ, IN",11/17/2004,0,80,97,
IN012070800,"BOMBAY SANTACRUZ, IN",11/18/2004,0,83,,
IN012070800,"BOMBAY SANTACRUZ, IN",11/19/2004,0,80,,
IN012070800,"BOMBAY SANTACRUZ, IN",11/20/2004,0,78,97,
IN012070800,"BOMBAY SANTACRUZ, IN",11/21/2004,0,80,,
IN012070800,"BOMBAY SANTACRUZ, IN",11/22/2004,0,77,94,
IN012070800,"BOMBAY SANTACRUZ, IN",11/23/2004,0,80,,
IN012070800,"BOMBAY SANTACRUZ, IN",11/24/2004,0,81,96,64
IN012070800,"BOMBAY SANTACRUZ, IN",11/25/2004,0,79,94,
IN012070800,"BOMBAY SANTACRUZ, IN",11/26/2004,0,81,93,67
IN012070800,"BOMBAY SANTACRUZ, IN",11/27/2004,0,85,,70
IN012070800,"BOMBAY SANTACRUZ, IN",11/28/2004,0,84,94,70
IN012070800,"BOMBAY SANTACRUZ, IN",11/29/2004,0,82,92,
IN012070800,"BOMBAY SANTACRUZ, IN",11/30/2004,0,82,,65
IN012070800,"BOMBAY SANTACRUZ, IN",12/1/2004,0,81,91,65
IN012070800,"BOMBAY SANTACRUZ, IN",12/2/2004,0,82,,68
IN012070800,"BOMBAY SANTACRUZ, IN",12/3/2004,0,81,,65
IN012070800,"BOMBAY SANTACRUZ, IN",12/4/2004,0,80,,
IN012070800,"BOMBAY SANTACRUZ, IN",12/5/2004,0,80,92,63
IN012070800,"BOMBAY SANTACRUZ, IN",12/6/2004,0,80,92,63
IN012070800,"BOMBAY SANTACRUZ, IN",12/7/2004,0,82,,62
IN012070800,"BOMBAY SANTACRUZ, IN",12/8/2004,0,82,92,68
IN012070800,"BOMBAY SANTACRUZ, IN",12/9/2004,0,82,95,66
IN012070800,"BOMBAY SANTACRUZ, IN",12/10/2004,0,81,95,63
IN012070800,"BOMBAY SANTACRUZ, IN",12/11/2004,0,82,,63
IN012070800,"BOMBAY SANTACRUZ, IN",12/12/2004,0,81,92,62
IN012070800,"BOMBAY SANTACRUZ, IN",12/13/2004,0,81,92,65
IN012070800,"BOMBAY SANTACRUZ, IN",12/14/2004,0,80,92,63
IN012070800,"BOMBAY SANTACRUZ, IN",12/15/2004,0,81,,63
IN012070800,"BOMBAY SANTACRUZ, IN",12/16/2004,0,81,96,61
IN012070800,"BOMBAY SANTACRUZ, IN",12/17/2004,0,80,94,65
IN012070800,"BOMBAY SANTACRUZ, IN",12/18/2004,0,78,94,
IN012070800,"BOMBAY SANTACRUZ, IN",12/19/2004,0,75,93,61
IN012070800,"BOMBAY SANTACRUZ, IN",12/20/2004,0,74,85,61
IN012070800,"BOMBAY SANTACRUZ, IN",12/21/2004,0,76,85,67
IN012070800,"BOMBAY SANTACRUZ, IN",12/22/2004,0,74,83,68
IN012070800,"BOMBAY SANTACRUZ, IN",12/23/2004,0,76,86,65
IN012070800,"BOMBAY SANTACRUZ, IN",12/24/2004,0,75,91,63
IN012070800,"BOMBAY SANTACRUZ, IN",12/25/2004,0,75,90,65
IN012070800,"BOMBAY SANTACRUZ, IN",12/26/2004,0,76,92,65
IN012070800,"BOMBAY SANTACRUZ, IN",12/27/2004,0,77,93,67
IN012070800,"BOMBAY SANTACRUZ, IN",12/28/2004,0,78,92,67
IN012070800,"BOMBAY SANTACRUZ, IN",12/29/2004,0,78,88,66
IN012070800,"BOMBAY SANTACRUZ, IN",12/30/2004,0,79,91,71
IN012070800,"BOMBAY SANTACRUZ, IN",12/31/2004,0,75,86,
IN012070800,"BOMBAY SANTACRUZ, IN",1/1/2005,0,72,79,
IN012070800,"BOMBAY SANTACRUZ, IN",1/2/2005,0,73,81,59
IN012070800,"BOMBAY SANTACRUZ, IN",1/3/2005,0,74,86,62
IN012070800,"BOMBAY SANTACRUZ, IN",1/4/2005,0,79,95,63
IN012070800,"BOMBAY SANTACRUZ, IN",1/5/2005,0,81,92,67
IN012070800,"BOMBAY SANTACRUZ, IN",1/6/2005,0,79,91,
IN012070800,"BOMBAY SANTACRUZ, IN",1/7/2005,0,77,,62
IN012070800,"BOMBAY SANTACRUZ, IN",1/8/2005,0,79,94,60
IN012070800,"BOMBAY SANTACRUZ, IN",1/9/2005,0,79,90,63
IN012070800,"BOMBAY SANTACRUZ, IN",1/10/2005,0,77,,59
IN012070800,"BOMBAY SANTACRUZ, IN",1/11/2005,0,77,83,63
IN012070800,"BOMBAY SANTACRUZ, IN",1/12/2005,0,77,,60
IN012070800,"BOMBAY SANTACRUZ, IN",1/13/2005,0,79,,60
IN012070800,"BOMBAY SANTACRUZ, IN",1/14/2005,0,76,87,59
IN012070800,"BOMBAY SANTACRUZ, IN",1/15/2005,0,77,,60
IN012070800,"BOMBAY SANTACRUZ, IN",1/16/2005,0,76,,
IN012070800,"BOMBAY SANTACRUZ, IN",1/17/2005,0,75,,60
IN012070800,"BOMBAY SANTACRUZ, IN",1/18/2005,0,71,,58
IN012070800,"BOMBAY SANTACRUZ, IN",1/19/2005,0,72,87,53
IN012070800,"BOMBAY SANTACRUZ, IN",1/20/2005,0,77,92,61
IN012070800,"BOMBAY SANTACRUZ, IN",1/21/2005,0,78,92,62
IN012070800,"BOMBAY SANTACRUZ, IN",1/22/2005,0,75,86,64
IN012070800,"BOMBAY SANTACRUZ, IN",1/23/2005,0,73,86,59
IN012070800,"BOMBAY SANTACRUZ, IN",1/24/2005,0,74,86,59
IN012070800,"BOMBAY SANTACRUZ, IN",1/25/2005,0,74,87,63
IN012070800,"BOMBAY SANTACRUZ, IN",1/26/2005,0,73,,63
IN012070800,"BOMBAY SANTACRUZ, IN",1/27/2005,,76,87,63
IN012070800,"BOMBAY SANTACRUZ, IN",1/28/2005,0,76,,
IN012070800,"BOMBAY SANTACRUZ, IN",1/29/2005,0,76,,
IN012070800,"BOMBAY SANTACRUZ, IN",1/30/2005,,76,,58
IN012070800,"BOMBAY SANTACRUZ, IN",1/31/2005,0.01,76,,
IN012070800,"BOMBAY SANTACRUZ, IN",2/1/2005,0,78,,63
IN012070800,"BOMBAY SANTACRUZ, IN",2/2/2005,0,80,,64
IN012070800,"BOMBAY SANTACRUZ, IN",2/3/2005,0,80,,60
IN012070800,"BOMBAY SANTACRUZ, IN",2/4/2005,0,82,,62
IN012070800,"BOMBAY SANTACRUZ, IN",2/5/2005,0,81,,62
IN012070800,"BOMBAY SANTACRUZ, IN",2/6/2005,0,80,,66
IN012070800,"BOMBAY SANTACRUZ, IN",2/7/2005,0,81,,68
IN012070800,"BOMBAY SANTACRUZ, IN",2/8/2005,0,82,,66
IN012070800,"BOMBAY SANTACRUZ, IN",2/9/2005,0,84,,71
IN012070800,"BOMBAY SANTACRUZ, IN",2/10/2005,0,82,,65
IN012070800,"BOMBAY SANTACRUZ, IN",2/11/2005,0,80,92,65
IN012070800,"BOMBAY SANTACRUZ, IN",2/12/2005,0,83,,67
IN012070800,"BOMBAY SANTACRUZ, IN",2/13/2005,0,85,95,63
IN012070800,"BOMBAY SANTACRUZ, IN",2/14/2005,0,84,,64
IN012070800,"BOMBAY SANTACRUZ, IN",2/15/2005,0,81,,62
IN012070800,"BOMBAY SANTACRUZ, IN",2/16/2005,0,81,,70
IN012070800,"BOMBAY SANTACRUZ, IN",2/17/2005,0,79,,69
IN012070800,"BOMBAY SANTACRUZ, IN",2/18/2005,0,77,,
IN012070800,"BOMBAY SANTACRUZ, IN",2/19/2005,0,76,,
IN012070800,"BOMBAY SANTACRUZ, IN",2/20/2005,0,73,81,55
IN012070800,"BOMBAY SANTACRUZ, IN",2/21/2005,0,77,,54
IN012070800,"BOMBAY SANTACRUZ, IN",2/22/2005,0,77,,
IN012070800,"BOMBAY SANTACRUZ, IN",2/23/2005,0,75,89,58
IN012070800,"BOMBAY SANTACRUZ, IN",2/24/2005,0,78,91,61
IN012070800,"BOMBAY SANTACRUZ, IN",2/25/2005,0,81,92,64
IN012070800,"BOMBAY SANTACRUZ, IN",2/26/2005,0,86,,67
IN012070800,"BOMBAY SANTACRUZ, IN",2/27/2005,0,83,95,71
IN012070800,"BOMBAY SANTACRUZ, IN",2/28/2005,0,80,87,69
IN012070800,"BOMBAY SANTACRUZ, IN",3/1/2005,0,80,88,70
IN012070800,"BOMBAY SANTACRUZ, IN",3/2/2005,0,79,,
IN012070800,"BOMBAY SANTACRUZ, IN",3/3/2005,0,79,,70
IN012070800,"BOMBAY SANTACRUZ, IN",3/4/2005,0,78,86,71
IN012070800,"BOMBAY SANTACRUZ, IN",3/5/2005,0,78,87,68
IN012070800,"BOMBAY SANTACRUZ, IN",3/6/2005,0,78,85,71
IN012070800,"BOMBAY SANTACRUZ, IN",3/7/2005,0,76,83,69
IN012070800,"BOMBAY SANTACRUZ, IN",3/8/2005,,77,84,69
IN012070800,"BOMBAY SANTACRUZ, IN",3/9/2005,0,76,,67
IN012070800,"BOMBAY SANTACRUZ, IN",3/10/2005,0,78,,65
IN012070800,"BOMBAY SANTACRUZ, IN",3/11/2005,0,79,,
IN012070800,"BOMBAY SANTACRUZ, IN",3/12/2005,0,80,92,65
IN012070800,"BOMBAY SANTACRUZ, IN",3/13/2005,0,81,96,65
IN012070800,"BOMBAY SANTACRUZ, IN",3/14/2005,0,82,94,66
IN012070800,"BOMBAY SANTACRUZ, IN",3/15/2005,0,82,,66
IN012070800,"BOMBAY SANTACRUZ, IN",3/16/2005,0,82,93,67
IN012070800,"BOMBAY SANTACRUZ, IN",3/17/2005,0,85,97,71
IN012070800,"BOMBAY SANTACRUZ, IN",3/18/2005,0,85,,71
IN012070800,"BOMBAY SANTACRUZ, IN",3/19/2005,0,86,,72
IN012070800,"BOMBAY SANTACRUZ, IN",3/20/2005,0,83,91,73
IN012070800,"BOMBAY SANTACRUZ, IN",3/21/2005,0,83,93,74
IN012070800,"BOMBAY SANTACRUZ, IN",3/22/2005,0,82,,
IN012070800,"BOMBAY SANTACRUZ, IN",3/23/2005,0,80,87,72
IN012070800,"BOMBAY SANTACRUZ, IN",3/24/2005,0,80,86,70
IN012070800,"BOMBAY SANTACRUZ, IN",3/25/2005,0,83,,72
IN012070800,"BOMBAY SANTACRUZ, IN",3/26/2005,0,82,92,67
IN012070800,"BOMBAY SANTACRUZ, IN",3/27/2005,0,82,92,70
IN012070800,"BOMBAY SANTACRUZ, IN",3/28/2005,0,81,88,70
IN012070800,"BOMBAY SANTACRUZ, IN",3/29/2005,0,81,87,73
IN012070800,"BOMBAY SANTACRUZ, IN",3/30/2005,0,80,88,72
IN012070800,"BOMBAY SANTACRUZ, IN",3/31/2005,0,82,91,71
IN012070800,"BOMBAY SANTACRUZ, IN",4/1/2005,0,82,,70
IN012070800,"BOMBAY SANTACRUZ, IN",4/2/2005,0,87,97,74
IN012070800,"BOMBAY SANTACRUZ, IN",4/3/2005,0,89,,73
IN012070800,"BOMBAY SANTACRUZ, IN",4/4/2005,0,88,102,77
IN012070800,"BOMBAY SANTACRUZ, IN",4/5/2005,0,86,,73
IN012070800,"BOMBAY SANTACRUZ, IN",4/6/2005,0,86,,76
IN012070800,"BOMBAY SANTACRUZ, IN",4/7/2005,0,85,92,
IN012070800,"BOMBAY SANTACRUZ, IN",4/8/2005,0,83,,
IN012070800,"BOMBAY SANTACRUZ, IN",4/9/2005,0,82,90,72
IN012070800,"BOMBAY SANTACRUZ, IN",4/10/2005,0,83,95,71
IN012070800,"BOMBAY SANTACRUZ, IN",4/11/2005,0,83,97,67
IN012070800,"BOMBAY SANTACRUZ, IN",4/12/2005,0,84,94,73
IN012070800,"BOMBAY SANTACRUZ, IN",4/13/2005,0,84,,78
IN012070800,"BOMBAY SANTACRUZ, IN",4/14/2005,0,84,94,
IN012070800,"BOMBAY SANTACRUZ, IN",4/15/2005,0,84,92,78
IN012070800,"BOMBAY SANTACRUZ, IN",4/16/2005,0,83,94,
IN012070800,"BOMBAY SANTACRUZ, IN",4/17/2005,0,83,92,78
IN012070800,"BOMBAY SANTACRUZ, IN",4/18/2005,0,85,98,73
IN012070800,"BOMBAY SANTACRUZ, IN",4/19/2005,0,85,96,72
IN012070800,"BOMBAY SANTACRUZ, IN",4/20/2005,0,86,96,75
IN012070800,"BOMBAY SANTACRUZ, IN",4/21/2005,0,84,92,
IN012070800,"BOMBAY SANTACRUZ, IN",4/22/2005,,83,89,78
IN012070800,"BOMBAY SANTACRUZ, IN",4/23/2005,0,84,92,81
IN012070800,"BOMBAY SANTACRUZ, IN",4/24/2005,0,85,93,78
IN012070800,"BOMBAY SANTACRUZ, IN",4/25/2005,0,84,92,
IN012070800,"BOMBAY SANTACRUZ, IN",4/26/2005,0,84,94,76
IN012070800,"BOMBAY SANTACRUZ, IN",4/27/2005,0,83,90,76
IN012070800,"BOMBAY SANTACRUZ, IN",4/28/2005,0,83,92,76
IN012070800,"BOMBAY SANTACRUZ, IN",4/29/2005,0,83,93,75
IN012070800,"BOMBAY SANTACRUZ, IN",4/30/2005,0,83,90,76
IN012070800,"BOMBAY SANTACRUZ, IN",5/1/2005,0,83,91,77
IN012070800,"BOMBAY SANTACRUZ, IN",5/2/2005,0,83,91,78
IN012070800,"BOMBAY SANTACRUZ, IN",5/3/2005,,84,91,78
IN012070800,"BOMBAY SANTACRUZ, IN",5/4/2005,0,84,92,81
IN012070800,"BOMBAY SANTACRUZ, IN",5/5/2005,0,83,91,
IN012070800,"BOMBAY SANTACRUZ, IN",5/6/2005,0,84,91,77
IN012070800,"BOMBAY SANTACRUZ, IN",5/7/2005,0,84,91,79
IN012070800,"BOMBAY SANTACRUZ, IN",5/8/2005,0,84,91,80
IN012070800,"BOMBAY SANTACRUZ, IN",5/9/2005,0,84,92,80
IN012070800,"BOMBAY SANTACRUZ, IN",5/10/2005,0,85,92,80
IN012070800,"BOMBAY SANTACRUZ, IN",5/11/2005,0,84,,
IN012070800,"BOMBAY SANTACRUZ, IN",5/12/2005,0,84,92,77
IN012070800,"BOMBAY SANTACRUZ, IN",5/13/2005,0,83,93,77
IN012070800,"BOMBAY SANTACRUZ, IN",5/14/2005,0,83,92,74
IN012070800,"BOMBAY SANTACRUZ, IN",5/15/2005,0,83,91,76
IN012070800,"BOMBAY SANTACRUZ, IN",5/16/2005,0,84,91,77
IN012070800,"BOMBAY SANTACRUZ, IN",5/17/2005,0,84,93,80
IN012070800,"BOMBAY SANTACRUZ, IN",5/18/2005,0,85,92,81
IN012070800,"BOMBAY SANTACRUZ, IN",5/19/2005,0,85,92,
IN012070800,"BOMBAY SANTACRUZ, IN",5/20/2005,0,85,93,78
IN012070800,"BOMBAY SANTACRUZ, IN",5/21/2005,0,87,93,81
IN012070800,"BOMBAY SANTACRUZ, IN",5/22/2005,0,88,93,80
IN012070800,"BOMBAY SANTACRUZ, IN",5/23/2005,0,87,92,80
IN012070800,"BOMBAY SANTACRUZ, IN",5/24/2005,0,87,93,82
IN012070800,"BOMBAY SANTACRUZ, IN",5/25/2005,0,87,93,80
IN012070800,"BOMBAY SANTACRUZ, IN",5/26/2005,0,87,92,80
IN012070800,"BOMBAY SANTACRUZ, IN",5/27/2005,0,87,92,79
IN012070800,"BOMBAY SANTACRUZ, IN",5/28/2005,0,88,93,83
IN012070800,"BOMBAY SANTACRUZ, IN",5/29/2005,0,89,94,81
IN012070800,"BOMBAY SANTACRUZ, IN",5/30/2005,0,88,95,81
IN012070800,"BOMBAY SANTACRUZ, IN",5/31/2005,0,88,92,81
IN012070800,"BOMBAY SANTACRUZ, IN",6/1/2005,0,87,93,84
IN012070800,"BOMBAY SANTACRUZ, IN",6/2/2005,0,88,92,83
IN012070800,"BOMBAY SANTACRUZ, IN",6/3/2005,0,88,92,82
IN012070800,"BOMBAY SANTACRUZ, IN",6/4/2005,0,88,93,83
IN012070800,"BOMBAY SANTACRUZ, IN",6/5/2005,0,88,93,83
IN012070800,"BOMBAY SANTACRUZ, IN",6/6/2005,0,88,93,81
IN012070800,"BOMBAY SANTACRUZ, IN",6/7/2005,0,89,94,84
IN012070800,"BOMBAY SANTACRUZ, IN",6/8/2005,0,89,94,85
IN012070800,"BOMBAY SANTACRUZ, IN",6/9/2005,0,89,94,84
IN012070800,"BOMBAY SANTACRUZ, IN",6/10/2005,0,89,94,85
IN012070800,"BOMBAY SANTACRUZ, IN",6/11/2005,0,89,94,83
IN012070800,"BOMBAY SANTACRUZ, IN",6/12/2005,0,89,95,
IN012070800,"BOMBAY SANTACRUZ, IN",6/13/2005,0.2,89,94,80
IN012070800,"BOMBAY SANTACRUZ, IN",6/14/2005,0,90,95,84
IN012070800,"BOMBAY SANTACRUZ, IN",6/15/2005,0,89,93,84
IN012070800,"BOMBAY SANTACRUZ, IN",6/16/2005,0.12,89,93,80
IN012070800,"BOMBAY SANTACRUZ, IN",6/17/2005,0,89,94,83
IN012070800,"BOMBAY SANTACRUZ, IN",6/18/2005,0,86,95,81
IN012070800,"BOMBAY SANTACRUZ, IN",6/19/2005,1.02,83,,77
IN012070800,"BOMBAY SANTACRUZ, IN",6/20/2005,0.51,81,87,
IN012070800,"BOMBAY SANTACRUZ, IN",6/21/2005,1.26,81,87,
IN012070800,"BOMBAY SANTACRUZ, IN",6/22/2005,2.32,81,84,76
IN012070800,"BOMBAY SANTACRUZ, IN",6/23/2005,4.25,78,,
IN012070800,"BOMBAY SANTACRUZ, IN",6/24/2005,4.69,80,87,
IN012070800,"BOMBAY SANTACRUZ, IN",6/25/2005,2.01,80,85,76
IN012070800,"BOMBAY SANTACRUZ, IN",6/26/2005,0.71,82,88,
IN012070800,"BOMBAY SANTACRUZ, IN",6/27/2005,1.14,81,86,
IN012070800,"BOMBAY SANTACRUZ, IN",6/28/2005,2.95,81,85,78
IN012070800,"BOMBAY SANTACRUZ, IN",6/29/2005,0.75,82,85,
IN012070800,"BOMBAY SANTACRUZ, IN",6/30/2005,0.28,83,88,
IN012070800,"BOMBAY SANTACRUZ, IN",7/1/2005,0.83,81,84,
IN012070800,"BOMBAY SANTACRUZ, IN",7/2/2005,0.91,82,85,78
IN012070800,"BOMBAY SANTACRUZ, IN",7/3/2005,0.39,83,89,77
IN012070800,"BOMBAY SANTACRUZ, IN",7/4/2005,0.35,83,88,79
IN012070800,"BOMBAY SANTACRUZ, IN",7/5/2005,0.12,84,,
IN012070800,"BOMBAY SANTACRUZ, IN",7/6/2005,0.01,84,88,
IN012070800,"BOMBAY SANTACRUZ, IN",7/7/2005,0,83,89,
IN012070800,"BOMBAY SANTACRUZ, IN",7/8/2005,0.08,84,89,81
IN012070800,"BOMBAY SANTACRUZ, IN",7/9/2005,0,83,88,
IN012070800,"BOMBAY SANTACRUZ, IN",7/10/2005,,84,89,82
IN012070800,"BOMBAY SANTACRUZ, IN",7/11/2005,0,83,88,
IN012070800,"BOMBAY SANTACRUZ, IN",7/12/2005,0,84,89,80
IN012070800,"BOMBAY SANTACRUZ, IN",7/13/2005,0.01,84,90,
IN012070800,"BOMBAY SANTACRUZ, IN",7/14/2005,0.43,85,90,80
IN012070800,"BOMBAY SANTACRUZ, IN",7/15/2005,0,84,90,
IN012070800,"BOMBAY SANTACRUZ, IN",7/16/2005,0,84,90,
IN012070800,"BOMBAY SANTACRUZ, IN",7/17/2005,0.24,83,88,
IN012070800,"BOMBAY SANTACRUZ, IN",7/18/2005,1.34,85,89,
IN012070800,"BOMBAY SANTACRUZ, IN",7/19/2005,0.67,82,,
IN012070800,"BOMBAY SANTACRUZ, IN",7/20/2005,0.67,80,84,
IN012070800,"BOMBAY SANTACRUZ, IN",7/21/2005,4.06,80,,74
IN012070800,"BOMBAY SANTACRUZ, IN",7/22/2005,1.54,82,86,
IN012070800,"BOMBAY SANTACRUZ, IN",7/23/2005,0.51,84,90,78
IN012070800,"BOMBAY SANTACRUZ, IN",7/24/2005,0.59,83,89,77
IN012070800,"BOMBAY SANTACRUZ, IN",7/25/2005,0.16,83,,
IN012070800,"BOMBAY SANTACRUZ, IN",7/26/2005,18.15,81,,
IN012070800,"BOMBAY SANTACRUZ, IN",7/27/2005,0,82,,76
IN012070800,"BOMBAY SANTACRUZ, IN",7/28/2005,0.75,83,,
IN012070800,"BOMBAY SANTACRUZ, IN",7/29/2005,0.76,81,,76
IN012070800,"BOMBAY SANTACRUZ, IN",7/30/2005,2.28,82,86,76
IN012070800,"BOMBAY SANTACRUZ, IN",7/31/2005,2.64,78,81,77
IN012070800,"BOMBAY SANTACRUZ, IN",8/1/2005,8.19,78,,
IN012070800,"BOMBAY SANTACRUZ, IN",8/2/2005,5.87,81,85,75
IN012070800,"BOMBAY SANTACRUZ, IN",8/3/2005,1.69,82,,75
IN012070800,"BOMBAY SANTACRUZ, IN",8/4/2005,0.24,80,82,78
IN012070800,"BOMBAY SANTACRUZ, IN",8/5/2005,0.63,82,,77
IN012070800,"BOMBAY SANTACRUZ, IN",8/6/2005,0.08,81,86,79
IN012070800,"BOMBAY SANTACRUZ, IN",8/7/2005,0.39,80,86,77
IN012070800,"BOMBAY SANTACRUZ, IN",8/8/2005,0.04,80,87,
IN012070800,"BOMBAY SANTACRUZ, IN",8/9/2005,0.2,82,87,77
IN012070800,"BOMBAY SANTACRUZ, IN",8/10/2005,0.02,82,88,
IN012070800,"BOMBAY SANTACRUZ, IN",8/11/2005,0.08,81,86,78
IN012070800,"BOMBAY SANTACRUZ, IN",8/12/2005,0.24,81,87,77
IN012070800,"BOMBAY SANTACRUZ, IN",8/13/2005,0.07,80,87,
IN012070800,"BOMBAY SANTACRUZ, IN",8/14/2005,0.16,81,87,
IN012070800,"BOMBAY SANTACRUZ, IN",8/15/2005,0.01,82,87,
IN012070800,"BOMBAY SANTACRUZ, IN",8/16/2005,0.12,80,86,
IN012070800,"BOMBAY SANTACRUZ, IN",8/17/2005,0.59,81,87,78
IN012070800,"BOMBAY SANTACRUZ, IN",8/18/2005,0.12,81,87,77
IN012070800,"BOMBAY SANTACRUZ, IN",8/19/2005,0.31,80,86,76
IN012070800,"BOMBAY SANTACRUZ, IN",8/20/2005,0.12,79,81,
IN012070800,"BOMBAY SANTACRUZ, IN",8/21/2005,0.71,81,85,78
IN012070800,"BOMBAY SANTACRUZ, IN",8/22/2005,0.12,81,86,77
IN012070800,"BOMBAY SANTACRUZ, IN",8/23/2005,0.04,82,87,76
IN012070800,"BOMBAY SANTACRUZ, IN",8/24/2005,0,82,88,
IN012070800,"BOMBAY SANTACRUZ, IN",8/25/2005,0.24,82,88,77
IN012070800,"BOMBAY SANTACRUZ, IN",8/26/2005,0.01,81,88,
IN012070800,"BOMBAY SANTACRUZ, IN",8/27/2005,0.31,81,87,76
IN012070800,"BOMBAY SANTACRUZ, IN",8/28/2005,0.16,81,,
IN012070800,"BOMBAY SANTACRUZ, IN",8/29/2005,0,83,89,76
IN012070800,"BOMBAY SANTACRUZ, IN",8/30/2005,,82,88,78
IN012070800,"BOMBAY SANTACRUZ, IN",8/31/2005,,82,87,77
IN012070800,"BOMBAY SANTACRUZ, IN",9/1/2005,,82,89,76
IN012070800,"BOMBAY SANTACRUZ, IN",9/2/2005,,84,89,
IN012070800,"BOMBAY SANTACRUZ, IN",9/3/2005,,83,90,
IN012070800,"BOMBAY SANTACRUZ, IN",9/4/2005,1.46,78,81,77
IN012070800,"BOMBAY SANTACRUZ, IN",9/5/2005,1.18,80,88,76
IN012070800,"BOMBAY SANTACRUZ, IN",9/6/2005,0.35,82,91,76
IN012070800,"BOMBAY SANTACRUZ, IN",9/7/2005,0.04,83,89,78
IN012070800,"BOMBAY SANTACRUZ, IN",9/8/2005,0.16,81,88,77
IN012070800,"BOMBAY SANTACRUZ, IN",9/9/2005,0.39,79,,
IN012070800,"BOMBAY SANTACRUZ, IN",9/10/2005,8.78,80,83,76
IN012070800,"BOMBAY SANTACRUZ, IN",9/11/2005,1.42,79,82,76
IN012070800,"BOMBAY SANTACRUZ, IN",9/12/2005,3.54,79,82,76
IN012070800,"BOMBAY SANTACRUZ, IN",9/13/2005,0.75,81,85,77
IN012070800,"BOMBAY SANTACRUZ, IN",9/14/2005,0.67,81,87,78
IN012070800,"BOMBAY SANTACRUZ, IN",9/15/2005,0.71,82,86,76
IN012070800,"BOMBAY SANTACRUZ, IN",9/16/2005,0.2,82,87,77
IN012070800,"BOMBAY SANTACRUZ, IN",9/17/2005,0.31,80,,
IN012070800,"BOMBAY SANTACRUZ, IN",9/18/2005,0.75,82,87,74
IN012070800,"BOMBAY SANTACRUZ, IN",9/19/2005,0.24,79,85,
IN012070800,"BOMBAY SANTACRUZ, IN",9/20/2005,0.39,78,,75
IN012070800,"BOMBAY SANTACRUZ, IN",9/21/2005,1.06,80,84,
